,Order ID,Order Date,Contact Name,Country,City,Region,Subregion,Customer,Customer ID,Industry,Segment,License,Product,Sales,Quantity,Discount,Profit,Month_Year,Discount Category,Profit Margin,Sales Percentage,Month,Year,Discount Amount
1217,AMER-2021-158421,2021-09-21,Dylan Ince,Colombia,Medellín,AMER,LATAM,Procter & Gamble,1077,Consumer Products,SMB,"C6TG25PLN5, 9JBBRUDQNK, 7UB4KTI2SF",Marketing Suite - Gold,1037.76,17,0.0,48.221599999999995,September 2021,No Discount,4.65,1.0,September,2021,0.0
1218,AMER-2021-158421,2021-09-21,Dylan Ince,Colombia,Medellín,AMER,LATAM,Procter & Gamble,1077,Consumer Products,SMB,6KSOHIVKAK,SaaS Connector Pack - Gold,121.96,2,0.0,57.3212,September 2021,No Discount,47.0,1.0,September,2021,0.0
1219,AMER-2021-158421,2021-09-21,Dylan Ince,Colombia,Medellín,AMER,LATAM,Procter & Gamble,1077,Consumer Products,SMB,"WKAZOWCH7Y, CV5WSC284F",Site Analytics,743.6800000000001,8,0.0,209.36769999999999,September 2021,No Discount,28.15,1.0,September,2021,0.0
1220,AMER-2021-158421,2021-09-21,Dylan Ince,Colombia,Medellín,AMER,LATAM,Procter & Gamble,1077,Consumer Products,SMB,ZZU7U59ZX9,Support,23.92,4,0.0,11.7208,September 2021,No Discount,49.0,1.0,September,2021,0.0
1221,AMER-2021-158456,2021-12-24,Liam Burgess,United States,New York City,AMER,NAMER,Toyota Motor,1087,Manufacturing,SMB,BFQUIMLEFL,ContactMatcher,19.936,4,0.2,7.2268,December 2021,Low Discount,36.25,0.8,December,2021,4.983999999999998
1222,AMER-2021-158456,2021-12-24,Liam Burgess,United States,New York City,AMER,NAMER,Toyota Motor,1087,Manufacturing,SMB,19M58SCZC8,Storage,45.92,4,0.0,21.5824,December 2021,No Discount,47.0,1.0,December,2021,0.0
1223,AMER-2021-158491,2021-06-04,Rachel Blake,United States,New York City,AMER,NAMER,Humana,1049,Healthcare,SMB,"H5EFGI7GFH, QS8L2NORN5",Data Smasher,1109.95,5,0.0,431.98199999999997,June 2021,No Discount,38.92,1.0,June,2021,0.0
1224,AMER-2021-158589,2021-11-20,Frank Hart,United States,Los Angeles,AMER,NAMER,AT&T,1010,Communications,SMB,V4A97V50U7,SaaS Connector Pack,32.04,3,0.0,8.01,November 2021,No Discount,25.0,1.0,November,2021,0.0
1225,AMER-2021-158701,2021-01-05,Evan Ogden,United States,Los Angeles,AMER,NAMER,Oracle,1072,Tech,Enterprise,WZJJ8Y73X7,ContactMatcher,56.16,6,0.2,17.55,January 2021,Low Discount,31.25,0.8,January,2021,14.039999999999992
1226,AMER-2021-158701,2021-01-05,Evan Ogden,United States,Los Angeles,AMER,NAMER,Oracle,1072,Tech,Enterprise,QBJPG50SZ4,OneView,87.36,6,0.0,23.5872,January 2021,No Discount,27.0,1.0,January,2021,0.0
1227,AMER-2021-158918,2021-12-20,Emma Greene,United States,New York City,AMER,NAMER,FedEx,1036,Transportation,SMB,02ILC584FJ,Support,17.12,4,0.0,7.704,December 2021,No Discount,45.0,1.0,December,2021,0.0
1228,AMER-2021-159380,2021-05-12,Faith Campbell,United States,Los Angeles,AMER,NAMER,Allstate,1003,Finance,SMB,"YOWWEV73CQ, HC4XEJAAO7",Support,38.519999999999996,9,0.0,17.334,May 2021,No Discount,45.0,1.0,May,2021,0.0
1229,AMER-2021-159499,2021-11-21,Boris Hunter,Chile,Santiago,AMER,LATAM,Panasonic,1091,Tech,Strategic,V4LL28WLIA,Data Smasher,23.344,2,0.2,-1.459,November 2021,Low Discount,-6.25,0.8,November,2021,5.8359999999999985
1230,AMER-2021-159499,2021-11-21,Boris Hunter,Chile,Santiago,AMER,LATAM,Panasonic,1091,Tech,Strategic,3UBWXC43C3,FinanceHub,16.52,5,0.2,5.369,November 2021,Low Discount,32.5,0.8,November,2021,4.129999999999999
1231,AMER-2021-159499,2021-11-21,Boris Hunter,Chile,Santiago,AMER,LATAM,Panasonic,1091,Tech,Strategic,7ICGXA5NKG,OneView,325.632,6,0.2,28.4928,November 2021,Low Discount,8.75,0.8,November,2021,81.40799999999996
1232,AMER-2021-159513,2021-04-02,Una Poole,United States,New York City,AMER,NAMER,Exxon Mobil,1034,Energy,SMB,1XYBVTSO22,Big Ol Database,71.976,3,0.2,24.2919,April 2021,Low Discount,33.75,0.8,April,2021,17.994
1233,AMER-2021-160150,2021-07-19,Adam Davidson,Chile,Santiago,AMER,LATAM,Amazon,1004,Tech,SMB,35O896SC4L,ContactMatcher,2.025,1,0.7,-1.35,July 2021,High Discount,-66.67,0.30000000000000004,July,2021,4.725
1234,AMER-2021-160171,2021-10-19,Brian Short,United States,New York City,AMER,NAMER,Merck,1064,Healthcare,Enterprise,SBMHHRXB1O,Data Smasher,270.0,3,0.0,97.2,October 2021,No Discount,36.0,1.0,October,2021,0.0
1235,AMER-2021-160171,2021-10-19,Brian Short,United States,New York City,AMER,NAMER,Merck,1064,Healthcare,Enterprise,5X7RIQPZHT,OneView,1640.7,5,0.0,459.396,October 2021,No Discount,28.0,1.0,October,2021,0.0
1236,AMER-2021-160563,2021-10-20,Chloe May,United States,Los Angeles,AMER,NAMER,Chevron,1017,Energy,Strategic,EG4N13QQZR,Data Smasher,239.97,3,0.0,86.3892,October 2021,No Discount,36.0,1.0,October,2021,0.0
1237,AMER-2021-160563,2021-10-20,Chloe May,United States,Los Angeles,AMER,NAMER,Chevron,1017,Energy,Strategic,H6X1BUFEMM,SaaS Connector Pack,16.02,6,0.0,6.0876,October 2021,No Discount,38.0,1.0,October,2021,0.0
1238,AMER-2021-160864,2021-05-03,David Murray,United States,Chicago,AMER,NAMER,Samsung Electronics,1015,Tech,Enterprise,EG1X1ETT88,ContactMatcher,13.848,3,0.2,5.193,May 2021,Low Discount,37.5,0.8,May,2021,3.461999999999998
1239,AMER-2021-161242,2021-06-01,Edward Mathis,United States,New York City,AMER,NAMER,Airbus,1030,Manufacturing,Enterprise,NPKB0PAA3Y,Support,11.76,2,0.0,5.7624,June 2021,No Discount,49.0,1.0,June,2021,0.0
1240,AMER-2021-161263,2021-04-16,Victor Walsh,Mexico,Cancun,AMER,LATAM,Allianz,1080,Finance,Strategic,VBVAZ279HE,ChatBot Plugin,7.872,3,0.2,1.2792,April 2021,Low Discount,16.25,0.8,April,2021,1.968
1241,AMER-2021-161263,2021-04-16,Victor Walsh,Mexico,Cancun,AMER,LATAM,Allianz,1080,Finance,Strategic,WRBVJFJDUC,ContactMatcher,55.47,5,0.7,-46.225,April 2021,High Discount,-83.33,0.30000000000000004,April,2021,129.42999999999998
1242,AMER-2021-161263,2021-04-16,Victor Walsh,Mexico,Cancun,AMER,LATAM,Allianz,1080,Finance,Strategic,2BNZY8107K,OneView,45.216,3,0.2,4.5216,April 2021,Low Discount,10.0,0.8,April,2021,11.303999999999995
1243,AMER-2021-161263,2021-04-16,Victor Walsh,Mexico,Cancun,AMER,LATAM,Allianz,1080,Finance,Strategic,NMOLBDYQAJ,Site Analytics,118.782,3,0.4,-27.7158,April 2021,Medium Discount,-23.33,0.6,April,2021,79.188
1244,AMER-2021-161263,2021-04-16,Victor Walsh,Mexico,Cancun,AMER,LATAM,Allianz,1080,Finance,Strategic,"1E0FTA6L0A, Y107ORBFWN",Storage,11.864,8,0.2,-1.9781,April 2021,Low Discount,-16.67,0.8,April,2021,2.9659999999999993
1245,AMER-2021-161452,2021-04-05,Carl Avery,United States,New York City,AMER,NAMER,Siemens,1043,Manufacturing,Strategic,S8GOLS3520,FinanceHub,892.224,3,0.2,89.2224,April 2021,Low Discount,10.0,0.8,April,2021,223.05599999999993
1246,AMER-2021-161627,2021-07-06,Phil Tucker,United States,Newark,AMER,NAMER,Aetna,1002,Healthcare,SMB,TNIAWRU4XZ,FinanceHub,170.352,3,0.2,-17.0352,July 2021,Low Discount,-10.0,0.8,July,2021,42.587999999999994
1247,AMER-2021-161795,2021-12-21,Diana Taylor,Mexico,Mexico City,AMER,LATAM,Kroger,1057,Retail,Strategic,I5L7GVHO7D,ChatBot Plugin,3.008,2,0.2,0.3384,December 2021,Low Discount,11.25,0.8,December,2021,0.7519999999999998
1248,AMER-2021-161830,2021-09-24,Alan Hudson,Canada,Toronto,AMER,NAMER,Honda Motor,1045,Manufacturing,SMB,JE97M05NXW,ChatBot Plugin,35.96,2,0.0,10.4284,September 2021,No Discount,29.0,1.0,September,2021,0.0
1249,AMER-2021-161830,2021-09-24,Alan Hudson,Canada,Toronto,AMER,NAMER,Honda Motor,1045,Manufacturing,SMB,SF1013NUH0,ContactMatcher,14.952,3,0.2,5.4201,September 2021,Low Discount,36.25,0.8,September,2021,3.7379999999999978
1250,AMER-2021-162166,2021-09-08,Amy Edmunds,United States,Buffalo,AMER,NAMER,Goldman Sachs Group,1042,Finance,SMB,I4SXVHVTKN,Marketing Suite - Gold,41.88,6,0.0,0.8376,September 2021,No Discount,2.0,1.0,September,2021,0.0
1251,AMER-2021-162166,2021-09-08,Amy Edmunds,United States,Buffalo,AMER,NAMER,Goldman Sachs Group,1042,Finance,SMB,HZKVYRL42F,Support,26.4,5,0.0,11.88,September 2021,No Discount,45.0,1.0,September,2021,0.0
1252,AMER-2021-162369,2021-08-15,Jason Arnold,United States,New York City,AMER,NAMER,Berkshire Hathaway,1012,Finance,Strategic,OKWH5IQ7FI,Marketing Suite - Gold,323.1,2,0.0,61.389,August 2021,No Discount,19.0,1.0,August,2021,0.0
1253,AMER-2021-162544,2021-12-16,Dylan Dowd,Canada,Toronto,AMER,NAMER,Comcast,1022,Communications,SMB,T1A8CAMMOC,Support,4.98,1,0.0,2.3406,December 2021,No Discount,47.0,1.0,December,2021,0.0
1254,AMER-2021-162607,2021-05-12,Samantha Murray,Canada,Toronto,AMER,NAMER,Morgan Stanley,1068,Finance,SMB,THNMBDXWSI,ContactMatcher,14.592,3,0.2,4.9248,May 2021,Low Discount,33.75,0.8,May,2021,3.647999999999998
1255,AMER-2021-162950,2021-06-28,Austin Newman,Mexico,Mexico City,AMER,LATAM,Banco Santander,1101,Finance,Strategic,ES1O2KLK29,Marketing Suite,482.94,6,0.5,-376.6932,June 2021,Medium Discount,-78.0,0.5,June,2021,482.94
1256,AMER-2021-162950,2021-06-28,Austin Newman,Mexico,Mexico City,AMER,LATAM,Banco Santander,1101,Finance,Strategic,TVMYKR6R71,Support,15.552,3,0.2,5.4432,June 2021,Low Discount,35.0,0.8,June,2021,3.887999999999998
1257,AMER-2021-163055,2021-08-09,Joe Ross,Brazil,São Paulo,AMER,LATAM,Wells Fargo,1099,Finance,Strategic,H34S0DBPAR,ChatBot Plugin,2.2,1,0.0,0.968,August 2021,No Discount,44.0,1.0,August,2021,0.0
1258,AMER-2021-163055,2021-08-09,Joe Ross,Brazil,São Paulo,AMER,LATAM,Wells Fargo,1099,Finance,Strategic,EAQ6SYJI8V,ContactMatcher,622.45,5,0.0,136.939,August 2021,No Discount,22.0,1.0,August,2021,0.0
1259,AMER-2021-163055,2021-08-09,Joe Ross,Brazil,São Paulo,AMER,LATAM,Wells Fargo,1099,Finance,Strategic,2LTTK4BDBQ,Marketing Suite - Gold,21.98,1,0.0,0.2198,August 2021,No Discount,1.0,1.0,August,2021,0.0
1260,AMER-2021-163104,2021-03-19,Jonathan Marshall,United States,New York City,AMER,NAMER,Royal Dutch Shell,1031,Energy,Strategic,X1WR9CDNX0,Support,11.96,2,0.0,5.8604,March 2021,No Discount,49.0,1.0,March,2021,0.0
1261,AMER-2021-163279,2021-03-22,Faith Blake,United States,Seattle,AMER,NAMER,Bank of America Corp.,1011,Finance,Strategic,69U4A14JGP,SaaS Connector Pack,91.96,2,0.0,15.6332,March 2021,No Discount,17.0,1.0,March,2021,0.0
1262,AMER-2021-163279,2021-03-22,Faith Blake,United States,Seattle,AMER,NAMER,Bank of America Corp.,1011,Finance,Strategic,JTGL4PJ5EQ,Site Analytics,1487.976,3,0.2,185.997,March 2021,Low Discount,12.5,0.8,March,2021,371.9939999999999
1263,AMER-2021-163279,2021-03-22,Faith Blake,United States,Seattle,AMER,NAMER,Bank of America Corp.,1011,Finance,Strategic,FKFSGAHBRM,Support,105.52,4,0.0,48.5392,March 2021,No Discount,46.0,1.0,March,2021,0.0
1264,AMER-2021-163440,2021-03-22,William Alsop,United States,Nashville,AMER,NAMER,Mondelez International,1067,Consumer Products,SMB,W0ZWO1YCKH,Site Analytics,15.984,2,0.2,1.1988,March 2021,Low Discount,7.5,0.8,March,2021,3.9960000000000004
1265,AMER-2021-164301,2021-03-26,Dominic Hill,Canada,Toronto,AMER,NAMER,Siemens,1043,Manufacturing,Strategic,BDVMP1KIT9,ContactMatcher,3393.68,8,0.0,610.8624,March 2021,No Discount,18.0,1.0,March,2021,0.0
1266,AMER-2021-164448,2021-10-31,Elizabeth Young,United States,Jackson,AMER,NAMER,Procter & Gamble,1077,Consumer Products,Strategic,"SK8IGAW61B, 2XCIRC752Q",ContactMatcher,39.528,7,0.2,12.5957,October 2021,Low Discount,31.87,0.8,October,2021,9.881999999999998
1267,AMER-2021-164448,2021-10-31,Elizabeth Young,United States,Jackson,AMER,NAMER,Procter & Gamble,1077,Consumer Products,Strategic,5XQEJDBRVQ,FinanceHub,427.42,14,0.0,196.6132,October 2021,No Discount,46.0,1.0,October,2021,0.0
1268,AMER-2021-164448,2021-10-31,Elizabeth Young,United States,Jackson,AMER,NAMER,Procter & Gamble,1077,Consumer Products,Strategic,BRYGJDGTPB,SaaS Connector Pack - Gold,14.75,5,0.0,7.08,October 2021,No Discount,48.0,1.0,October,2021,0.0
1269,AMER-2021-164497,2021-11-28,James Harris,United States,Los Angeles,AMER,NAMER,Airbus,1030,Manufacturing,SMB,OQ1ETBQBS8,OneView,45.28,4,0.0,15.3952,November 2021,No Discount,34.0,1.0,November,2021,0.0
1270,AMER-2021-164567,2021-06-15,Phil Short,United States,New York City,AMER,NAMER,Bosch,1076,Tech,Strategic,73UZXFN8HL,Site Analytics,225.576,3,0.2,22.5576,June 2021,Low Discount,10.0,0.8,June,2021,56.39399999999998
1271,AMER-2021-164777,2021-01-27,Emily Ball,United States,New York City,AMER,NAMER,Comcast,1022,Communications,SMB,XHITNZSOP1,FinanceHub,2803.92,5,0.2,0.0,January 2021,Low Discount,0.0,0.8,January,2021,700.98
1272,AMER-2021-164833,2021-06-04,Carol Edmunds,Canada,Toronto,AMER,NAMER,Aetna,1002,Healthcare,SMB,EHSN5XXSS7,ChatBot Plugin,9.26,2,0.0,3.0558,June 2021,No Discount,33.0,1.0,June,2021,0.0
1273,AMER-2021-164833,2021-06-04,Carol Edmunds,Canada,Toronto,AMER,NAMER,Aetna,1002,Healthcare,SMB,THX7JAQJQM,FinanceHub,7.38,2,0.0,3.4686,June 2021,No Discount,47.0,1.0,June,2021,0.0
1274,AMER-2021-164882,2021-10-31,Dylan Dowd,United States,Providence,AMER,NAMER,Comcast,1022,Communications,SMB,9U1FIX2YH4,ChatBot Plugin,5.04,3,0.0,1.26,October 2021,No Discount,25.0,1.0,October,2021,0.0
1275,AMER-2021-164882,2021-10-31,Dylan Dowd,United States,Providence,AMER,NAMER,Comcast,1022,Communications,SMB,V49SV6A6WY,ContactMatcher,398.352,3,0.2,124.485,October 2021,Low Discount,31.25,0.8,October,2021,99.58799999999997
1276,AMER-2021-164882,2021-10-31,Dylan Dowd,United States,Providence,AMER,NAMER,Comcast,1022,Communications,SMB,HUX9LNDL7K,FinanceHub,323.136,4,0.2,20.196,October 2021,Low Discount,6.25,0.8,October,2021,80.78399999999999
1277,AMER-2021-164882,2021-10-31,Dylan Dowd,United States,Providence,AMER,NAMER,Comcast,1022,Communications,SMB,5T9WK02HW6,Marketing Suite,425.833,1,0.15,20.0392,October 2021,Low Discount,4.71,0.85,October,2021,75.14699999999999
1278,AMER-2021-164882,2021-10-31,Dylan Dowd,United States,Providence,AMER,NAMER,Comcast,1022,Communications,SMB,IFPP78XUEF,Marketing Suite - Gold,46.84,2,0.0,12.6468,October 2021,No Discount,27.0,1.0,October,2021,0.0
1279,AMER-2021-164882,2021-10-31,Dylan Dowd,United States,Providence,AMER,NAMER,Comcast,1022,Communications,SMB,4EO5PCGA84,Site Analytics,1295.84,4,0.2,145.782,October 2021,Low Discount,11.25,0.8,October,2021,323.9599999999998
1280,AMER-2021-164882,2021-10-31,Dylan Dowd,United States,Providence,AMER,NAMER,Comcast,1022,Communications,SMB,GHEUYNPFQF,Storage,17.45,5,0.0,8.027,October 2021,No Discount,46.0,1.0,October,2021,0.0
1281,AMER-2021-164882,2021-10-31,Dylan Dowd,United States,Providence,AMER,NAMER,Comcast,1022,Communications,SMB,"YL5I9NFE5H, VX5M0DB3E3",Support,49.68,4,0.0,17.409599999999998,October 2021,No Discount,35.04,1.0,October,2021,0.0
1282,AMER-2021-165057,2021-09-11,Natalie Sanderson,United States,Providence,AMER,NAMER,Aetna,1002,Healthcare,SMB,66GG1MEJI4,ChatBot Plugin,181.35,9,0.0,48.9645,September 2021,No Discount,27.0,1.0,September,2021,0.0
1283,AMER-2021-165057,2021-09-11,Natalie Sanderson,United States,Providence,AMER,NAMER,Aetna,1002,Healthcare,SMB,WXQ5S936Z1,FinanceHub,8.64,3,0.0,4.2336,September 2021,No Discount,49.0,1.0,September,2021,0.0
1284,AMER-2021-165162,2021-05-14,Luke Ross,United States,New York City,AMER,NAMER,Philip Morris International,1075,Consumer Products,SMB,UBPJALYJ4U,Marketing Suite - Gold,1117.92,4,0.0,55.896,May 2021,No Discount,5.0,1.0,May,2021,0.0
1285,AMER-2021-165554,2021-05-18,Andrew Miller,United States,New York City,AMER,NAMER,Airbus,1030,Manufacturing,Strategic,9D0ZEZX3R1,Support,10.86,2,0.0,5.3214,May 2021,No Discount,49.0,1.0,May,2021,0.0
1286,AMER-2021-166338,2021-12-06,Alexandra Sharp,Mexico,Tijuana,AMER,LATAM,Caterpillar,1016,Manufacturing,Enterprise,8AEL5BLW98,ContactMatcher,14.832,3,0.7,-10.3824,December 2021,High Discount,-70.0,0.30000000000000004,December,2021,34.608
1287,AMER-2021-167255,2021-09-27,Max Skinner,United States,Los Angeles,AMER,NAMER,Bank of America Corp.,1011,Finance,Enterprise,VUCNYD1L2M,Marketing Suite - Gold,15.51,1,0.0,4.3428,September 2021,No Discount,28.0,1.0,September,2021,0.0
1288,AMER-2021-167255,2021-09-27,Max Skinner,United States,Los Angeles,AMER,NAMER,Bank of America Corp.,1011,Finance,Enterprise,"APPA4TBMKX, 6X1I5NRMXS",Support,159.78,5,0.0,79.6308,September 2021,No Discount,49.84,1.0,September,2021,0.0
1289,AMER-2021-167479,2021-03-14,Emma Greene,United States,Aurora,AMER,NAMER,FedEx,1036,Transportation,SMB,Y1J474LG44,Support,19.44,3,0.0,9.3312,March 2021,No Discount,48.0,1.0,March,2021,0.0
1290,AMER-2021-167745,2021-09-18,Robert McGrath,United States,New York City,AMER,NAMER,Walgreens,1095,Retail,Strategic,D64W3GZ9FH,ChatBot Plugin,11.68,2,0.0,5.4896,September 2021,No Discount,47.0,1.0,September,2021,0.0
1291,AMER-2021-167745,2021-09-18,Robert McGrath,United States,New York City,AMER,NAMER,Walgreens,1095,Retail,Strategic,NS03F0URBA,SaaS Connector Pack,24.4,2,0.0,10.248,September 2021,No Discount,42.0,1.0,September,2021,0.0
1292,AMER-2021-167745,2021-09-18,Robert McGrath,United States,New York City,AMER,NAMER,Walgreens,1095,Retail,Strategic,MJ0TWV1Q6I,Support,16.9,2,0.0,5.07,September 2021,No Discount,30.0,1.0,September,2021,0.0
1293,AMER-2021-168207,2021-11-02,Ava Ellison,United States,Seattle,AMER,NAMER,Oracle,1072,Tech,SMB,"Z3TQGCX71M, 83XTQFBE1K",ContactMatcher,129.44,10,0.2,45.304,November 2021,Low Discount,35.0,0.8,November,2021,32.359999999999985
1294,AMER-2021-168207,2021-11-02,Ava Ellison,United States,Seattle,AMER,NAMER,Oracle,1072,Tech,SMB,TNHFZ7VPIJ,Marketing Suite,512.499,3,0.15,-30.147,November 2021,Low Discount,-5.88,0.85,November,2021,90.44100000000003
1295,AMER-2021-168207,2021-11-02,Ava Ellison,United States,Seattle,AMER,NAMER,Oracle,1072,Tech,SMB,54UZN6KM4J,SaaS Connector Pack,96.96,6,0.0,33.936,November 2021,No Discount,35.0,1.0,November,2021,0.0
1296,AMER-2021-168480,2021-09-21,Ella King,Brazil,Brasília,AMER,LATAM,Aetna,1002,Healthcare,Strategic,W65AKW3ZXE,ChatBot Plugin,25.99,1,0.0,7.5371,September 2021,No Discount,29.0,1.0,September,2021,0.0
1297,AMER-2021-168480,2021-09-21,Ella King,Brazil,Brasília,AMER,LATAM,Aetna,1002,Healthcare,Strategic,5LNHVC05X7,Marketing Suite,194.32,4,0.0,31.0912,September 2021,No Discount,16.0,1.0,September,2021,0.0
1298,AMER-2021-168529,2021-10-08,Tracey Knox,United States,Los Angeles,AMER,NAMER,Gazprom,1027,Energy,SMB,XGCW6EIHQ7,SaaS Connector Pack,145.9,5,0.0,62.737,October 2021,No Discount,43.0,1.0,October,2021,0.0
1299,AMER-2021-168564,2021-08-08,Caroline Smith,United States,Los Angeles,AMER,NAMER,J.P. Morgan Chase & Co.,1054,Finance,SMB,"UFYMDZFY4E, HXNJ1E48OJ",ContactMatcher,13.888,4,0.2,4.9602,August 2021,Low Discount,35.72,0.8,August,2021,3.4719999999999995
1300,AMER-2021-168564,2021-08-08,Caroline Smith,United States,Los Angeles,AMER,NAMER,J.P. Morgan Chase & Co.,1054,Finance,SMB,T8OZJ8OA0I,FinanceHub,144.784,1,0.2,10.8588,August 2021,Low Discount,7.5,0.8,August,2021,36.196
1301,AMER-2021-168634,2021-12-06,Brian Peters,United States,Los Angeles,AMER,NAMER,China National Petroleum,1023,Energy,SMB,6QMS3ZAFJI,OneView,7.78,2,0.0,2.0228,December 2021,No Discount,26.0,1.0,December,2021,0.0
1302,AMER-2021-168746,2021-01-27,Irene Walsh,Mexico,Tijuana,AMER,LATAM,Wells Fargo,1099,Finance,SMB,2YG6RSPXFO,FinanceHub,181.986,2,0.3,-54.5958,January 2021,Medium Discount,-30.0,0.7,January,2021,77.99400000000003
1303,AMER-2021-168746,2021-01-27,Irene Walsh,Mexico,Tijuana,AMER,LATAM,Wells Fargo,1099,Finance,SMB,"7A8I0U6YKD, EE0CIUTT8T",Site Analytics,587.346,5,0.4,-137.04739999999998,January 2021,Medium Discount,-23.33,0.6,January,2021,391.5640000000001
1304,AMER-2021-168760,2021-09-22,Boris Coleman,United States,New York City,AMER,NAMER,Goldman Sachs Group,1042,Finance,Strategic,5QH5VSQKOM,OneView,61.44,3,0.0,16.5888,September 2021,No Discount,27.0,1.0,September,2021,0.0
1305,AMER-2021-168767,2021-04-10,Ella King,United States,Houston,AMER,NAMER,Aetna,1002,Healthcare,Strategic,YQF0UXW1U3,ContactMatcher,12.832,2,0.2,4.3308,April 2021,Low Discount,33.75,0.8,April,2021,3.2079999999999984
1306,AMER-2021-169201,2021-09-28,Ruth Vaughan,United States,Los Angeles,AMER,NAMER,Ford Motor,1009,Manufacturing,Strategic,"QCCF453KAB, TEKTHB3JZ0",OneView,86.82,5,0.0,29.5218,September 2021,No Discount,34.0,1.0,September,2021,0.0
1307,AMER-2021-169278,2021-05-21,Joanne Harris,Canada,Toronto,AMER,NAMER,Johnson & Johnson,1055,Healthcare,Strategic,B2KK4R77QO,ContactMatcher,26.976,4,0.2,8.7672,May 2021,Low Discount,32.5,0.8,May,2021,6.744
1308,AMER-2021-169397,2021-12-24,Gordon Jackson,Mexico,Puerto Vallarta,AMER,LATAM,Gazprom,1027,Energy,SMB,H63FM8UBRU,Big Ol Database,479.988,4,0.7,-383.9904,December 2021,High Discount,-80.0,0.30000000000000004,December,2021,1119.9719999999998
1309,AMER-2021-169397,2021-12-24,Gordon Jackson,Mexico,Puerto Vallarta,AMER,LATAM,Gazprom,1027,Energy,SMB,4HR8HNDZF8,ChatBot Plugin,27.168,2,0.2,2.7168,December 2021,Low Discount,10.0,0.8,December,2021,6.7919999999999945
1310,AMER-2021-169397,2021-12-24,Gordon Jackson,Mexico,Puerto Vallarta,AMER,LATAM,Gazprom,1027,Energy,SMB,1J2W1UFCJQ,ContactMatcher,19.776,4,0.7,-13.8432,December 2021,High Discount,-70.0,0.30000000000000004,December,2021,46.14399999999999
1311,AMER-2021-169397,2021-12-24,Gordon Jackson,Mexico,Puerto Vallarta,AMER,LATAM,Gazprom,1027,Energy,SMB,YBR5EFJKOI,SaaS Connector Pack,72.704,4,0.2,19.0848,December 2021,Low Discount,26.25,0.8,December,2021,18.175999999999988
1312,AMER-2021-169397,2021-12-24,Gordon Jackson,Mexico,Puerto Vallarta,AMER,LATAM,Gazprom,1027,Energy,SMB,B9EN58R7WP,Storage,5.584,2,0.2,1.8148,December 2021,Low Discount,32.5,0.8,December,2021,1.396
1313,AMER-2021-169397,2021-12-24,Gordon Jackson,Mexico,Puerto Vallarta,AMER,LATAM,Gazprom,1027,Energy,SMB,FFB6L3T2IS,Support,22.704,6,0.2,8.2302,December 2021,Low Discount,36.25,0.8,December,2021,5.675999999999998
1314,AMER-2021-169537,2021-09-03,Grace Butler,Brazil,Belo Horizonte,AMER,LATAM,Mondelez International,1067,Consumer Products,SMB,BJMGYSOV9E,FinanceHub,7.5,2,0.0,3.6,September 2021,No Discount,48.0,1.0,September,2021,0.0
1315,AMER-2022-100244,2022-09-21,Alan Gill,United States,Los Angeles,AMER,NAMER,Panasonic,1091,Tech,Strategic,8XRAQCR6B5,ChatBot Plugin,11.76,4,0.0,3.1752,September 2022,No Discount,27.0,1.0,September,2022,0.0
1316,AMER-2022-100244,2022-09-21,Alan Gill,United States,Los Angeles,AMER,NAMER,Panasonic,1091,Tech,Strategic,"UHY5MWQN93, JIUJ073GXH",ContactMatcher,320.62399999999997,4,0.2,104.2028,September 2022,Low Discount,32.5,0.8,September,2022,80.15599999999995
1317,AMER-2022-100244,2022-09-21,Alan Gill,United States,Los Angeles,AMER,NAMER,Panasonic,1091,Tech,Strategic,"56T09IW3SM, 8J929TBQ37",Support,143.31,11,0.0,68.2482,September 2022,No Discount,47.62,1.0,September,2022,0.0
1318,AMER-2022-100300,2022-06-25,Owen Watson,United States,Seattle,AMER,NAMER,Volkswagen,1046,Manufacturing,SMB,0U8KGRIN33,Big Ol Database,4476.8,4,0.2,503.64,June 2022,Low Discount,11.25,0.8,June,2022,1119.1999999999998
1319,AMER-2022-100300,2022-06-25,Owen Watson,United States,Seattle,AMER,NAMER,Volkswagen,1046,Manufacturing,SMB,7S2ZDGKU48,OneView,241.44,3,0.0,72.432,June 2022,No Discount,30.0,1.0,June,2022,0.0
1320,AMER-2022-100300,2022-06-25,Owen Watson,United States,Seattle,AMER,NAMER,Volkswagen,1046,Manufacturing,SMB,2ZJB3P7PJJ,Support,104.85,1,0.0,50.328,June 2022,No Discount,48.0,1.0,June,2022,0.0
1321,AMER-2022-100405,2022-08-27,Joanne Forsyth,United States,New York City,AMER,NAMER,PepsiCo,1073,Consumer Products,Strategic,6ZJ44Q12YW,ChatBot Plugin,8.26,2,0.0,3.7996,August 2022,No Discount,46.0,1.0,August,2022,0.0
1322,AMER-2022-100468,2022-11-25,Samantha Piper,United States,New York City,AMER,NAMER,Fannie Mae,1035,Finance,Enterprise,VCPBVLPBNX,SaaS Connector Pack,9.94,2,0.0,3.0814,November 2022,No Discount,31.0,1.0,November,2022,0.0
1323,AMER-2022-100468,2022-11-25,Samantha Piper,United States,New York City,AMER,NAMER,Fannie Mae,1035,Finance,Enterprise,U5EI7JWCV9,Site Analytics,33.52,2,0.2,3.352,November 2022,Low Discount,10.0,0.8,November,2022,8.379999999999995
